id_time,n_bytes_100610,n_bytes_101,n_bytes_10125,n_bytes_10158,n_bytes_101925,n_bytes_10196,n_bytes_10197,n_bytes_10256,n_bytes_103,n_bytes_1037,n_bytes_sum
10512,806.0,0.0,0.0,88213.0,0.0,2264.0,249420.0,1528835,66018462.0,0.0,67888000.0
10513,4759.0,0.0,228.0,27154.0,0.0,1208.0,100938.0,285646,28142403.0,0.0,28562336.0
10514,4503.0,0.0,0.0,527.0,0.0,1754.0,265973.0,61824843,131744872.0,0.0,193842472.0
10515,7795.0,0.0,269.0,0.0,0.0,2266.0,163696.0,1040498,27459969.0,0.0,28674493.0
10516,788.0,0.0,252.0,0.0,0.0,1156.0,551376.0,362393,88548933.0,0.0,89464898.0
10517,666.0,0.0,536.0,205.0,0.0,2351.0,57501.0,482754,69188290.0,0.0,69732303.0
10518,3061.0,0.0,813.0,7562.0,0.0,4269.0,682608.0,92056,6563469.0,0.0,7353838.0
10519,826.0,0.0,204.0,27198.0,0.0,1759.0,301002.0,73562875,7041250.0,0.0,80935114.0
10520,6504.0,0.0,223.0,6215.0,0.0,1368.0,609879.0,336229,82012342.0,0.0,82972760.0
10521,11477.0,0.0,524.0,161.0,0.0,1824.0,951642.0,233657,34445132.0,0.0,35644417.0
10522,4247.0,0.0,2980.0,1871.0,0.0,2324.0,48524.0,67571418,61230174.0,0.0,128861538.0
10523,11154.0,0.0,124.0,11176.0,0.0,1678.0,97812.0,1346689,65024354.0,0.0,66492987.0
10524,10817.0,0.0,2832.0,9655.0,0.0,2892.0,270669.0,1476604,45115753.0,0.0,46889222.0
10525,4011.0,0.0,204.0,5491.0,0.0,1844.0,136270.0,141902676,68935234.0,0.0,210985730.0
10526,353.0,0.0,200.0,639.0,0.0,540.0,83722.0,1224038,89777200.0,0.0,91086692.0
10527,1609.0,0.0,120.0,0.0,0.0,3239.0,642323.0,692411,10259344.0,0.0,11599046.0
10528,273.0,0.0,376.0,22760.0,0.0,1064.0,177087.0,3905131,62884607.0,0.0,66991298.0
10529,565.0,0.0,328.0,11909.0,0.0,516.0,599736.0,526556,22474022.0,0.0,23613632.0
10530,443.0,0.0,0.0,19987.0,0.0,720.0,56058.0,393276,55032405.0,0.0,55502889.0
10531,460.0,0.0,2756.0,14468.0,0.0,444.0,367576.0,9581062,48864742.0,0.0,58831508.0
10532,1583.0,0.0,40.0,16404.0,0.0,1794.0,351314.0,1547143,33282243.0,0.0,35200521.0
10533,2839.0,0.0,0.0,6793.0,0.0,732.0,310046.0,11769213,130376227.0,0.0,142465850.0
10534,588.0,0.0,324.0,1097.0,0.0,880.0,216846.0,68307570,58149400.0,0.0,126676705.0
10535,3152.0,183436.0,292.0,5630.0,0.0,836.0,221821.0,114720573,146213168.0,0.0,261348908.0
10536,409.0,240393.0,2688.0,9900.0,0.0,0.0,242365.0,22811995,88017043.0,0.0,111324793.0
10537,1073.0,3134972.0,156.0,53080.0,0.0,0.0,294851.0,15083587,32464550.0,0.0,51032269.0
10538,168.0,44614.0,0.0,0.0,0.0,0.0,210699.0,44895138,99953495.0,0.0,145104114.0
10539,120.0,14869.0,208.0,0.0,0.0,0.0,41223.0,1172495,235404043.0,0.0,236632958.0
10540,927.0,110967.0,264.0,0.0,0.0,0.0,260122.0,20759942,123542924.0,0.0,144675146.0
10541,766.0,298994.0,216.0,0.0,0.0,0.0,124526.0,2853536,185444297.0,0.0,188722335.0
10542,487.0,23363.0,2362.0,0.0,0.0,0.0,221418.0,10677827,268568632.0,0.0,279494089.0
10543,3102.0,103447.0,244.0,0.0,0.0,0.0,182206.0,17655922,304343168.0,0.0,322288089.0
10544,0.0,168252.0,202.0,0.0,0.0,0.0,193534.0,6830594,245124627.0,0.0,252317209.0
10545,1051.0,0.0,40.0,0.0,0.0,12265.0,134838.0,5676610,3814396684.0,0.0,3820221488.0
10546,5298.0,66187.0,170.0,0.0,0.0,944.0,213252.0,31773180,326808910.0,0.0,358867941.0
10547,0.0,240.0,124.0,0.0,0.0,1044.0,203054.0,182493930,475269660.0,0.0,657968052.0
10548,738.0,46181.0,120.0,0.0,0.0,2205.0,13394.0,20005904,3969134602.0,0.0,3989203144.0
10549,2508.0,30316.0,400.0,0.0,0.0,296.0,37359.0,13665955,187495155.0,0.0,201231989.0
10550,16998.0,2413.0,84.0,45340.0,0.0,1754.0,116310.0,23270521,379886520.0,0.0,403339940.0
10551,36427.0,68253.0,299.0,34654.0,0.0,632.0,287559.0,3386800,448286949.0,0.0,452101573.0
10552,18892.0,245422.0,0.0,15606.0,0.0,747.0,62752.0,4764561,235754798.0,0.0,240862778.0
10553,6971.0,197294.0,0.0,0.0,0.0,622.0,233208.0,69839999,187688834.0,0.0,257966928.0
10554,4737.0,25989.0,80.0,0.0,0.0,1023.0,564143.0,130028047,203865190.0,0.0,334489209.0
10555,6545.0,39779.0,388.0,0.0,0.0,1278.0,232095.0,192973230,387340489.0,0.0,580593804.0
10556,0.0,0.0,400.0,4261.0,0.0,695.0,296663.0,35243616,373166359.0,0.0,408711994.0
10557,2962.0,27434.0,188.0,67448.0,0.0,868.0,387478.0,69276777,474290501.0,0.0,544053656.0
10558,5211.0,39167.0,120.0,1328.0,0.0,667.0,39001.0,7873145,1045224196.0,0.0,1053182835.0
10559,300.0,175392.0,120.0,0.0,0.0,364.0,45759.0,8851943,398157254.0,0.0,407231132.0
10560,11211.0,185948.0,0.0,8419.0,0.0,1778.0,242927.0,265194742,263080580.0,0.0,528725605.0
10561,9386.0,450132.0,336.0,0.0,0.0,828.0,118691.0,32575597,373935437.0,244.0,407090651.0
10562,9847.0,3440.0,280.0,0.0,0.0,2030.0,184056.0,18090857,239930626.0,0.0,258221136.0
10563,13041.0,2018.0,0.0,20321.0,0.0,722.0,124629.0,11850473,307287545.0,0.0,319298749.0
10564,11095.0,20262.0,0.0,29136.0,0.0,168.0,126108.0,7989402,513405370.0,0.0,521581541.0
10565,7097.0,1955.0,0.0,0.0,0.0,1581.0,49059.0,25817364,348800557.0,0.0,374677613.0
10566,8415.0,0.0,192.0,0.0,0.0,476.0,34391.0,111777085,277368575.0,0.0,389189134.0
10567,2400.0,0.0,200.0,2005.0,0.0,1838.0,66627.0,79159745,324112440.0,0.0,403345255.0
10568,334.0,3388.0,180.0,455.0,0.0,5437.0,215399.0,273496467,414622009.0,0.0,688343669.0
10569,579.0,54079.0,164.0,28739.0,0.0,1483.0,504622.0,19793137,357989248.0,0.0,378372051.0
10570,486.0,0.0,140.0,9755.0,0.0,1850.0,149733.0,19919651,1183256808.0,0.0,1203338423.0
10571,6609.0,0.0,124.0,367.0,0.0,487.0,416228.0,165487832,219639163.0,0.0,385550810.0
10572,2401.0,16806.0,129.0,0.0,0.0,372.0,450578.0,209831698,367747350.0,0.0,578049334.0
10573,17515.0,0.0,0.0,0.0,0.0,952.0,47014.0,6629511,344072483.0,0.0,350767475.0
10574,8905.0,856.0,200.0,60912.0,0.0,1010.0,87207.0,36357640,319513825.0,0.0,356030555.0
10575,11702.0,1819.0,324.0,21592.0,0.0,1640.0,364277.0,21343568,350949393.0,0.0,372694315.0
10576,2600.0,20840.0,248.0,8384.0,0.0,3220.0,228544.0,333578070,614078548.0,421.0,947920875.0
10577,3154.0,376098.0,626.0,29405.0,0.0,2319.0,242406.0,103355478,336326792.0,0.0,440336278.0
10578,873.0,16533.0,312.0,4411.0,0.0,487.0,33734.0,48280236,326058536.0,0.0,374395122.0
10579,2372.0,0.0,300.0,6874.0,0.0,0.0,25785.0,82100568,172740139.0,0.0,254876038.0
10580,922.0,0.0,646.0,9766.0,0.0,0.0,48563.0,77100200,327604303.0,0.0,404764400.0
10581,5959.0,0.0,160.0,0.0,0.0,0.0,105604.0,1376616,244800520.0,0.0,246288859.0
10582,13427.0,0.0,328.0,0.0,0.0,0.0,289543.0,256978619,319239263.0,0.0,576521180.0
10583,1547.0,0.0,245.0,0.0,0.0,0.0,265763.0,11807713,1225076866.0,0.0,1237152134.0
10584,5394.0,0.0,84.0,0.0,0.0,0.0,285550.0,81957426,200446127.0,0.0,282694581.0
10585,120.0,0.0,444.0,0.0,0.0,0.0,62554.0,18545382,721888276.0,0.0,740496776.0
10586,602.0,0.0,393.0,0.0,0.0,0.0,73908.0,85413866,147774857.0,0.0,233263626.0
10587,1574.0,0.0,568.0,0.0,0.0,0.0,227437.0,40787304,2158621599.0,0.0,2199638482.0
10588,2974.0,0.0,292.0,0.0,0.0,0.0,236132.0,24846410,174573442.0,0.0,199659250.0
10589,1068.0,0.0,0.0,0.0,0.0,0.0,228684.0,22903887,853494214.0,0.0,876627853.0
10590,192.0,0.0,292.0,0.0,0.0,0.0,61293.0,70924309,333271561.0,0.0,404257647.0
10591,0.0,0.0,2582.0,20063.0,0.0,0.0,231696.0,27850571,444153686.0,0.0,472258598.0
10592,736.0,0.0,0.0,29222.0,0.0,0.0,19928.0,429241179,205868454.0,0.0,635159519.0
10593,4476.0,0.0,438.0,12715.0,0.0,0.0,228877.0,32413067,203210044.0,0.0,235869617.0
10594,4511.0,0.0,694.0,2819517.0,0.0,0.0,1519947.0,55193037,524201344.0,0.0,583739050.0
10595,8689.0,0.0,0.0,7973106.0,0.0,0.0,564993.0,47405988,671472489.0,0.0,727425265.0
10596,2754.0,0.0,1128.0,2697344.0,0.0,0.0,71886.0,25559825,600374666.0,0.0,628707603.0
10597,2118.0,0.0,556.0,44719.0,0.0,0.0,231774.0,33564022,120533075.0,0.0,154376264.0
10598,1228.0,0.0,244.0,63286108.0,0.0,0.0,52358.0,25182837,287490858.0,0.0,376013633.0
10599,285.0,0.0,120.0,66919992.0,0.0,0.0,128612.0,25879433,857376485.0,0.0,950304927.0
10600,3137.0,0.0,400.0,402582.0,0.0,0.0,160031.0,43117534,514740131.0,0.0,558423815.0
10601,4062.0,0.0,288.0,761109.0,0.0,0.0,511021.0,134709728,431054396.0,0.0,567040604.0
10602,2987.0,0.0,232.0,153508.0,0.0,0.0,360009.0,234901344,77127640.0,0.0,312545720.0
10603,3330.0,0.0,392.0,413163.0,0.0,0.0,204114.0,56270744,305269717.0,0.0,362161460.0
10604,6616.0,0.0,604.0,522562.0,0.0,0.0,212301.0,67800468,93899298.0,0.0,162441849.0
10605,1022.0,0.0,456.0,26069.0,0.0,0.0,365061.0,62622924,82867341.0,0.0,145882873.0
10606,11170.0,0.0,504.0,5307.0,0.0,0.0,43736.0,1250949079,216010234.0,0.0,1467020030.0
10607,14547.0,0.0,569.0,25297.0,0.0,0.0,604330.0,64914709,328036591.0,0.0,393596043.0
10608,5069.0,0.0,267.0,440713.0,0.0,0.0,232978.0,114180295,119593404.0,0.0,234452726.0
10609,17314.0,0.0,284.0,21616.0,0.0,0.0,32893.0,8583184,175294787.0,0.0,183950078.0
10610,23360.0,0.0,200.0,12537.0,0.0,0.0,34394.0,112585994,448216678.0,0.0,560873163.0
10611,14939.0,0.0,336.0,13343.0,0.0,0.0,189239.0,143817553,244952103.0,0.0,388987513.0
10612,14461.0,0.0,708.0,1920.0,0.0,0.0,51231.0,426655181,179715301.0,0.0,606438802.0
10613,18726.0,0.0,2616.0,16421.0,0.0,0.0,274674.0,113823653,212627454.0,0.0,326763544.0
10614,280.0,0.0,476.0,6500437.0,0.0,0.0,60137.0,280042374,296961927.0,0.0,583565631.0
10615,5823.0,0.0,417.0,41834.0,0.0,0.0,552027.0,195927729,383653925.0,0.0,580181755.0
10616,1329.0,0.0,576.0,18976.0,0.0,0.0,482786.0,48852688,123405113.0,0.0,172761468.0
10617,9953.0,0.0,437.0,34533.0,0.0,0.0,299779.0,443573446,320364901.0,0.0,764283049.0
10618,6299.0,0.0,160.0,7636.0,0.0,0.0,157294.0,781578628,204999457.0,0.0,986749474.0
10619,5542.0,0.0,1920.0,121481.0,0.0,0.0,31880366.0,22325236,343682463.0,248.0,398017256.0
10620,10623.0,0.0,900.0,16054.0,0.0,0.0,64317.0,226307504,221755704.0,0.0,448155102.0
10621,1350.0,0.0,542.0,11770.0,0.0,0.0,342587.0,161600494,286690118.0,0.0,448646861.0
10622,1024.0,0.0,568.0,3840.0,0.0,0.0,9633.0,144722060,346284820.0,0.0,491021945.0
10623,390.0,0.0,742.0,0.0,0.0,0.0,103042.0,41486468,658723440.0,0.0,700314082.0
10624,7482.0,0.0,808.0,8585.0,0.0,0.0,11140.0,30845608,448451082.0,0.0,479324705.0
10625,747.0,0.0,248.0,29052.0,0.0,0.0,915473.0,257468616,325815056.0,0.0,584229192.0
10626,1345.0,0.0,288.0,0.0,0.0,0.0,433724.0,283442697,572152278.0,0.0,856030332.0
10627,6302.0,0.0,0.0,2630.0,0.0,0.0,167551.0,4725272,316062674.0,0.0,320964429.0
10628,358.0,0.0,0.0,43417.0,0.0,0.0,104775.0,157797933,502269679.0,0.0,660216162.0
10629,1219.0,0.0,592.0,8805.0,0.0,0.0,241049.0,90858803,537533076.0,0.0,628643544.0
10630,5490.0,0.0,276.0,47530.0,0.0,0.0,286528.0,50628685,177003303.0,0.0,227971812.0
10631,308.0,0.0,288.0,82749.0,0.0,0.0,186348.0,158532521,635460817.0,0.0,794263031.0
10632,398.0,0.0,492.0,566151.0,0.0,0.0,188933.0,8969350,111595706.0,0.0,121321030.0
10633,4229.0,0.0,324.0,21261.0,0.0,0.0,393382.0,93640051,202047431.0,0.0,296106678.0
10634,13587.0,0.0,2939.0,35121.0,0.0,0.0,475996.0,27319195,802459329.0,0.0,830306167.0
10635,7967.0,0.0,417.0,154776.0,0.0,0.0,644080.0,18956726,335408033.0,0.0,355171999.0
10636,7960.0,0.0,496.0,34643.0,0.0,0.0,1097100.0,5744309,270502335.0,0.0,277386843.0
10637,14152.0,0.0,504.0,89302.0,0.0,0.0,67955.0,5484501,184854926.0,0.0,190511340.0
10638,7345.0,0.0,530.0,376676.0,0.0,0.0,242158.0,77730502,377585417.0,0.0,455942628.0
10639,5021.0,0.0,0.0,103609.0,0.0,0.0,375643.0,95795208,858095255.0,0.0,954374736.0
10640,15529.0,0.0,320.0,129135940.0,0.0,0.0,325038.0,35443486,606975658.0,0.0,771895971.0
10641,14398.0,0.0,0.0,198114.0,0.0,0.0,262296.0,19101194,98457521.0,0.0,118033523.0
10642,4725.0,0.0,356.0,1757037.0,0.0,0.0,426101.0,502942952,315372924.0,0.0,820504095.0
10643,5731.0,0.0,2331.0,694994.0,0.0,0.0,89908.0,7266477,90019178.0,0.0,98078619.0
10644,11570.0,0.0,1188.0,113720.0,0.0,0.0,402138.0,8685220,99347841.0,0.0,108561677.0
10645,5295.0,0.0,520.0,55777.0,0.0,0.0,265760.0,64837210,214864731.0,0.0,280029293.0
10646,5957.0,0.0,316.0,3962.0,0.0,0.0,93897.0,17283186,539927864.0,0.0,557315182.0
10647,16122.0,0.0,522.0,2000.0,0.0,0.0,284433.0,1446174,76527473.0,0.0,78276724.0
10648,15743.0,0.0,1765.0,7779.0,0.0,0.0,56389.0,2739125,103905127.0,0.0,106725928.0
10649,14071.0,0.0,450.0,490.0,0.0,0.0,280750.0,55121135,62058171.0,0.0,117475067.0
10650,29865.0,0.0,475.0,2000.0,0.0,0.0,77610.0,52641155,287031981.0,0.0,339783086.0
10651,41807.0,0.0,679.0,0.0,0.0,0.0,377766.0,862273,87734021.0,0.0,89016546.0
10652,24923.0,0.0,360.0,8499.0,0.0,0.0,428223.0,909403,138328879.0,0.0,139700287.0
10653,28892.0,0.0,1016.0,0.0,0.0,0.0,5416861.0,35600835,222770348.0,0.0,263817952.0
10654,17179.0,0.0,756.0,0.0,0.0,0.0,23893.0,5952264,31850301.0,0.0,37844393.0
10655,9365.0,0.0,753.0,1840.0,0.0,0.0,51581.0,796460,30498085.0,0.0,31358084.0
10656,25048.0,0.0,556.0,11165.0,0.0,0.0,351691.0,359427,13166899.0,0.0,13914786.0
10657,43961.0,0.0,476.0,476.0,0.0,0.0,353093.0,530415,67431492.0,0.0,68359913.0
10658,63584.0,0.0,620.0,0.0,0.0,0.0,699506.0,321177,47199518.0,0.0,48284405.0
10659,61542.0,0.0,1276.0,5252.0,0.0,0.0,99578.0,110423,12371352.0,0.0,12649423.0
10660,35200.0,0.0,1508.0,701.0,0.0,0.0,242638.0,1384184,16920289.0,0.0,18584520.0
10661,27651.0,0.0,768.0,0.0,0.0,0.0,408913.0,96107,125922636.0,0.0,126456075.0
10662,24129.0,0.0,376.0,0.0,0.0,0.0,73280.0,61087,8867175.0,0.0,9026047.0
10663,12491.0,0.0,720.0,0.0,0.0,0.0,260519.0,129290,8016481.0,0.0,8419501.0
10664,9109.0,0.0,308.0,0.0,0.0,0.0,113876.0,95547,123309312.0,0.0,123528152.0
10665,3079.0,0.0,384.0,3827.0,0.0,0.0,44745.0,48878,6036374.0,0.0,6137287.0
10666,283.0,0.0,636.0,9095.0,0.0,0.0,86415.0,142249,20843190.0,0.0,21081868.0
10667,985.0,0.0,1720.0,265.0,0.0,0.0,19982.0,800245,22447043.0,0.0,23270240.0
10668,631.0,0.0,884.0,16007.0,0.0,0.0,372590.0,946767,7907117.0,0.0,9243996.0
10669,1193.0,0.0,296.0,3222.0,0.0,0.0,61210.0,455232,96542687.0,0.0,97063840.0
10670,5341.0,0.0,424.0,36600.0,0.0,0.0,113895.0,197554,95411165.0,0.0,95764979.0
10671,471.0,0.0,196.0,21140.0,0.0,0.0,269297.0,219697,39257426.0,0.0,39768227.0
10672,407.0,0.0,324.0,20369.0,0.0,0.0,26283.0,532770,15698161.0,0.0,16278314.0
10673,2735.0,0.0,612.0,0.0,0.0,0.0,74844.0,776029,20481859.0,0.0,21336079.0
10674,6687.0,0.0,416.0,0.0,0.0,0.0,52116.0,301459,70711657.0,0.0,71072335.0
10675,7260.0,0.0,244.0,0.0,0.0,0.0,48497.0,181153,4157055.0,0.0,4394209.0
10676,2531.0,0.0,500.0,0.0,0.0,0.0,38661.0,174562,138087590.0,0.0,138303844.0
10677,10051.0,0.0,832.0,0.0,0.0,0.0,69127.0,444955,8125447.0,0.0,8650412.0
10678,10152.0,0.0,672.0,0.0,0.0,0.0,51052.0,144773,14874215.0,0.0,15080864.0
10679,323.0,0.0,600.0,0.0,0.0,0.0,194856.0,3480534,43692051.0,0.0,47368364.0
10680,811.0,0.0,472.0,0.0,0.0,0.0,45942.0,503843,60559492.0,0.0,61110560.0
10681,343.0,0.0,788.0,0.0,0.0,0.0,273221.0,631462,15527679.0,0.0,16433493.0
10682,280.0,0.0,996.0,0.0,0.0,0.0,41216.0,864084,13060218.0,0.0,13966794.0
10683,7916.0,0.0,186.0,0.0,0.0,0.0,107359.0,290791,26414429.0,0.0,26820681.0
10684,0.0,0.0,412.0,0.0,0.0,0.0,218212.0,366273,27580783.0,324.0,28166004.0
10685,15533.0,0.0,1227.0,0.0,0.0,0.0,48264.0,172651,97456013.0,0.0,97693688.0
10686,4380.0,0.0,1028.0,0.0,0.0,0.0,95970.0,277747,53264416.0,0.0,53643541.0
10687,6721.0,0.0,620.0,0.0,0.0,0.0,45957.0,397502,26575885.0,0.0,27026685.0
10688,9423.0,0.0,420.0,0.0,0.0,0.0,113310.0,942139,153448452.0,0.0,154513744.0
10689,11882.0,0.0,1052.0,0.0,0.0,0.0,46629.0,88497261,91412247.0,0.0,179969071.0
10690,37172.0,0.0,1220.0,10197.0,0.0,0.0,255022.0,2336184,89512335.0,0.0,92152130.0
10691,34911.0,0.0,704.0,1803.0,0.0,0.0,49927.0,1871144,127715965.0,0.0,129674454.0
10692,40642.0,0.0,876.0,364271.0,0.0,0.0,126538.0,39905398,41799486.0,498.0,82237709.0
10693,29235.0,0.0,560.0,140639.0,0.0,0.0,287136.0,12058548,361377739.0,0.0,373893857.0
10694,16660.0,0.0,296.0,50018.0,0.0,0.0,128127.0,842482,96950537.0,0.0,97988120.0
10695,21239.0,0.0,640.0,14153.0,0.0,0.0,43849.0,994102,95502661.0,0.0,96576644.0
10696,22775.0,0.0,388.0,0.0,0.0,0.0,20439.0,1587718,99404654.0,0.0,101035974.0
10697,12089.0,0.0,440.0,0.0,0.0,0.0,272294.0,1083884,224384782.0,0.0,225753489.0
10698,2929.0,0.0,548.0,8879.0,0.0,0.0,147832.0,6549142,183441261.0,0.0,190150591.0
10699,8911.0,0.0,676.0,11332.0,0.0,0.0,286023.0,56686374,192818862.0,0.0,249812178.0
10700,43932.0,0.0,736.0,1669.0,0.0,0.0,127365.0,3675944,701582971.0,0.0,705432617.0
10701,46521.0,0.0,268.0,166272.0,0.0,0.0,80749.0,8873040,170271635.0,0.0,179438485.0
10702,29920.0,0.0,2920.0,57786898.0,0.0,0.0,447569.0,1150537,202428753.0,0.0,261846597.0
10703,43989.0,0.0,588.0,440.0,0.0,0.0,33472.0,94285373,324244971.0,0.0,418608833.0
10704,11912.0,0.0,768.0,121609.0,0.0,0.0,372993.0,1472234,89195850.0,0.0,91175366.0
10705,11380.0,0.0,956.0,9992.0,0.0,0.0,66596.0,13689186,67970233.0,0.0,81748343.0
10706,4882.0,0.0,764.0,212426.0,0.0,0.0,31235.0,2644737,99177951.0,0.0,102071995.0
10707,338.0,0.0,756.0,33800.0,0.0,0.0,222765.0,5861474,112163933.0,0.0,118283066.0
10708,910.0,0.0,696.0,541572.0,0.0,0.0,62806.0,2157652,75538901.0,0.0,78302537.0
10709,4850.0,0.0,788.0,67083.0,0.0,0.0,474458.0,556321,26976805.0,0.0,28080305.0
10710,608.0,0.0,456.0,8671.0,0.0,0.0,239763.0,335788,201394303.0,0.0,201979589.0
10711,5328.0,0.0,260.0,22605.0,0.0,0.0,227159.0,289988,202675592.0,0.0,203220932.0
10712,426.0,0.0,336.0,14480.0,0.0,0.0,8010261.0,713073,248559794.0,0.0,257298370.0
10713,5900.0,0.0,336.0,9640.0,0.0,0.0,47782.0,7012746,82474466.0,0.0,89550870.0
10714,2677.0,0.0,710.0,2466.0,0.0,0.0,73114.0,109461305,80528981.0,0.0,190069253.0
10715,2753.0,0.0,376.0,12298.0,0.0,0.0,724373.0,994320,96006416.0,0.0,97740536.0
10716,256.0,0.0,300.0,583.0,0.0,0.0,2419723.0,22002969,161200675.0,0.0,185624506.0
10717,0.0,0.0,751.0,6489036.0,0.0,0.0,158840.0,2708530,43025353.0,0.0,52382510.0
10718,236.0,0.0,656.0,1263.0,0.0,0.0,169125.0,200781,112974150.0,0.0,113346211.0
10719,236.0,0.0,604.0,0.0,0.0,0.0,40846.0,1924894,80985995.0,0.0,82952575.0
10720,8187.0,0.0,896.0,573.0,0.0,0.0,79686.0,2924299,305365808.0,0.0,308379449.0
10721,5379.0,0.0,732.0,0.0,0.0,0.0,36533.0,9286158,145320349.0,0.0,154649151.0
10722,2373.0,0.0,414.0,2163.0,0.0,0.0,69288.0,1365904,127573720.0,0.0,129013862.0
10723,4923.0,0.0,324.0,26702.0,0.0,0.0,357407.0,4109438,144790702.0,0.0,149289496.0
10724,18897.0,0.0,750.0,0.0,0.0,0.0,39252.0,6490801,232315006.0,0.0,238864706.0
10725,32859.0,0.0,2924.0,430.0,0.0,0.0,90873.0,18216920,161552470.0,0.0,179896476.0
10726,12890.0,0.0,592.0,9815.0,0.0,0.0,245981.0,5149329,81329541.0,0.0,86748148.0
10727,25928.0,0.0,805.0,237.0,0.0,0.0,56727.0,2033916,121149968.0,0.0,123267581.0
10728,26530.0,0.0,508.0,0.0,0.0,0.0,221817.0,786607,209863451.0,0.0,210898913.0
10729,4426.0,0.0,380.0,1336.0,0.0,0.0,212290.0,6221972,119772009.0,0.0,126212413.0
10730,2769.0,0.0,428.0,1901.0,0.0,0.0,22143.0,2934447,92459004.0,0.0,95420692.0
10731,855.0,0.0,692.0,0.0,0.0,0.0,61701.0,1194682,68018938.0,0.0,69276868.0
10732,6710.0,0.0,532.0,1152.0,0.0,0.0,176421.0,1151016,53337683.0,0.0,54673514.0
10733,11838.0,0.0,1308.0,7655.0,0.0,0.0,213613.0,1670445,362184263.0,0.0,364089122.0
10734,26423.0,0.0,744.0,2149.0,0.0,0.0,290902.0,1729439,1099072029.0,0.0,1101121686.0
10735,708.0,0.0,604.0,0.0,0.0,0.0,142616.0,202003,188984717.0,0.0,189330648.0
10736,12342.0,0.0,548.0,0.0,0.0,0.0,71571.0,3380768,67309555.0,0.0,70774784.0
10737,14588.0,0.0,440.0,0.0,0.0,0.0,140628.0,1415028,1824440907.0,0.0,1826011591.0
10738,4311.0,0.0,748.0,0.0,0.0,0.0,366241.0,1633922,1324614436.0,0.0,1326619658.0
10739,520.0,0.0,802.0,0.0,0.0,0.0,138958.0,4592221,86085181.0,0.0,90817682.0
10740,419.0,0.0,572.0,2293.0,0.0,0.0,412410.0,1902005,780735226.0,0.0,783052925.0
10741,630.0,0.0,756.0,0.0,0.0,0.0,180324.0,7202166,689552800.0,0.0,696936676.0
10742,14182.0,0.0,552.0,0.0,0.0,0.0,128144.0,1099466,101839485.0,0.0,103081829.0
10743,10587.0,0.0,676.0,222.0,0.0,0.0,514879.0,5674170,69065613.0,0.0,75266147.0
10744,275.0,0.0,1257.0,1586.0,0.0,0.0,103922.0,443023,96126185.0,0.0,96676248.0
10745,7031.0,0.0,1140.0,0.0,0.0,0.0,459646.0,1781465,95699487.0,0.0,97948769.0
10746,4591.0,0.0,628.0,0.0,0.0,0.0,117266.0,4867129,181817463.0,0.0,186807077.0
10747,22071.0,0.0,1072.0,133.0,0.0,0.0,108811.0,651178,116535934.0,0.0,117319199.0
10748,120.0,0.0,1070.0,0.0,0.0,0.0,277236.0,290930,141764304.0,0.0,142333660.0
10749,11609.0,0.0,964.0,0.0,0.0,0.0,116866.0,571305,326625804.0,0.0,327326548.0
10750,9783.0,0.0,1120.0,0.0,0.0,0.0,296544.0,46755,104689927.0,0.0,105044129.0
10751,11538.0,0.0,1808.0,0.0,0.0,0.0,81804.0,94935,104931021.0,0.0,105121106.0
10752,13739.0,0.0,1192.0,0.0,0.0,0.0,204944.0,7547186,255854228.0,0.0,263621289.0
10753,13019.0,0.0,1012.0,0.0,0.0,0.0,30440.0,128939,304164415.0,0.0,304337825.0
10754,13569.0,0.0,652.0,0.0,0.0,0.0,499759.0,772304,312364331.0,0.0,313650615.0
10755,241.0,0.0,676.0,0.0,0.0,0.0,286745.0,13115337,153963600.0,0.0,167366599.0
10756,6181.0,0.0,1912.0,0.0,0.0,0.0,74056.0,37084583,142804570.0,0.0,179971302.0
10757,1724.0,0.0,516.0,0.0,0.0,0.0,76879.0,8511785,73080754.0,364.0,81672022.0
10758,372.0,0.0,423.0,0.0,0.0,0.0,239085.0,4545555,394871565.0,0.0,399657000.0
10759,558.0,0.0,484.0,0.0,0.0,0.0,191474.0,29650817,303045269.0,0.0,332888602.0
10760,580.0,0.0,224.0,0.0,0.0,0.0,215191.0,11655860,294690441.0,0.0,306562296.0
10761,391.0,0.0,952.0,0.0,0.0,0.0,99456.0,75419840,143780091.0,0.0,219300730.0
10762,0.0,0.0,412.0,0.0,0.0,0.0,35092.0,18251460,287142590.0,0.0,305429554.0
10763,4117.0,0.0,872.0,165921.0,0.0,0.0,428491.0,16085230,197074785.0,0.0,213759416.0
10764,16467.0,0.0,552.0,440995.0,0.0,0.0,52417.0,29270600,257077547.0,0.0,286858578.0
10765,20102.0,0.0,3040.0,274691.0,0.0,0.0,503300.0,8387073,153468481.0,0.0,162656687.0
10766,26786.0,0.0,444.0,201830.0,0.0,0.0,328691.0,48770393,173257100.0,0.0,222585244.0
10767,22537.0,0.0,1096.0,96995.0,0.0,0.0,248236.0,3745040,421478082.0,0.0,425591986.0
10768,18292.0,0.0,748.0,92680.0,0.0,0.0,40036.0,1976316,579182191.0,0.0,581310263.0
10769,2701.0,0.0,520.0,239589.0,0.0,0.0,434368.0,1972192,115500444.0,0.0,118149814.0
10770,15747.0,0.0,912.0,709969.0,0.0,0.0,78649.0,6654465,272995286.0,0.0,280455028.0
